Date,Open,High,Low,Close,Adj Close,Volume
27-04-1993,43.34375,43.875,43.34375,43.875,25.023535,156800
28-04-1993,43.8125,43.90625,43.71875,43.78125,24.970076,85900
29-04-1993,43.875,43.96875,43.625,43.96875,25.077017,85000
30-04-1993,44.125,44.28125,44.03125,44.03125,25.11265,88500
03-05-1993,44.09375,44.3125,43.90625,44.3125,25.273069,80500
04-05-1993,44.40625,44.625,44.34375,44.46875,25.362179,149100
05-05-1993,44.46875,44.75,44.46875,44.59375,25.433483,109000
06-05-1993,44.53125,44.5625,44.40625,44.4375,25.344351,54700
07-05-1993,44.46875,44.46875,44.28125,44.34375,25.290884,68000
10-05-1993,44.40625,44.6875,44.40625,44.4375,25.344351,113900
11-05-1993,44.4375,44.625,44.3125,44.625,25.451292,42600
12-05-1993,44.4375,44.59375,44.4375,44.5625,25.415648,31000
13-05-1993,44.375,44.375,44,44.03125,25.11265,129100
14-05-1993,44.03125,44.15625,43.96875,44,25.094847,63500
17-05-1993,44.125,44.15625,43.9375,44.15625,25.183952,34000
18-05-1993,44.1875,44.21875,43.96875,44.125,25.166121,105200
19-05-1993,44.125,45.03125,43.84375,45.03125,25.682989,50200
20-05-1993,45.03125,45.15625,44.9375,45.15625,25.75428,98200
21-05-1993,45.1875,45.25,44.71875,44.75,25.522602,221400
24-05-1993,44.84375,45.09375,44.84375,44.9375,25.629517,30500
25-05-1993,45.125,45.125,45.03125,45.03125,25.682989,191800
26-05-1993,45.15625,45.625,45.125,45.59375,26.003807,102400
27-05-1993,45.65625,45.65625,45.375,45.4375,25.914684,53800
28-05-1993,45.40625,45.40625,45,45.21875,25.789938,79100
01-06-1993,45.375,45.8125,45.3125,45.65625,26.039455,28300
02-06-1993,45.53125,45.75,45.34375,45.59375,26.003807,20300
03-06-1993,45.5,45.5,45.34375,45.4375,25.914684,21600
04-06-1993,45.3125,45.3125,45.09375,45.28125,25.825579,32000
07-06-1993,45.375,45.375,45.125,45.125,25.736464,121400
08-06-1993,45,45,44.71875,44.71875,25.504768,104500
09-06-1993,44.875,45.0625,44.8125,44.875,25.593876,43300
10-06-1993,44.84375,44.9375,44.75,44.90625,25.611704,17900
11-06-1993,45.0625,45.15625,44.90625,45.09375,25.718643,647400
14-06-1993,45.15625,45.1875,45.03125,45.03125,25.682989,64200
15-06-1993,45.09375,45.125,44.9375,44.9375,25.629517,142400
16-06-1993,44.9375,45.03125,44.8125,45.03125,25.682989,330900
17-06-1993,45.125,45.1875,45.03125,45.1875,25.7721,37400
18-06-1993,44.84375,44.84375,44.5,44.5,25.559868,58500
21-06-1993,44.625,44.625,44.53125,44.59375,25.613729,29300
22-06-1993,44.65625,44.65625,44.5625,44.625,25.63166,137500
23-06-1993,44.625,44.625,44.21875,44.21875,25.398329,227600
24-06-1993,44.34375,44.8125,44.34375,44.8125,25.73937,243700
25-06-1993,44.78125,44.90625,44.75,44.78125,25.72142,44800
28-06-1993,45,45.28125,44.9375,45.28125,26.008617,439900
29-06-1993,45.21875,45.21875,45,45.0625,25.882965,207500
30-06-1993,45.125,45.21875,45,45.0625,25.882965,437600
01-07-1993,45.125,45.125,44.875,44.9375,25.811163,605700
02-07-1993,44.78125,44.8125,44.53125,44.6875,25.667574,285400
06-07-1993,44.625,44.75,44.15625,44.21875,25.398329,246400
07-07-1993,44.1875,44.40625,44.1875,44.34375,25.470133,343700
08-07-1993,44.375,44.9375,44.3125,44.84375,25.757311,248200
09-07-1993,44.84375,44.96875,44.75,44.96875,25.829121,378200
12-07-1993,44.90625,44.96875,44.84375,44.9375,25.811163,373700
13-07-1993,44.96875,45.09375,44.65625,44.90625,25.793213,389600
14-07-1993,44.9375,45.1875,44.90625,45.0625,25.882965,617300
15-07-1993,45.03125,45.03125,44.78125,44.875,25.77528,443800
16-07-1993,44.90625,44.9375,44.6875,44.75,25.703478,216400
19-07-1993,44.75,44.75,44.59375,44.71875,25.685524,188200
20-07-1993,44.6875,44.84375,44.46875,44.84375,25.757311,68500
21-07-1993,44.78125,44.8125,44.65625,44.8125,25.73937,142700
22-07-1993,44.75,44.8125,44.5,44.5,25.559868,632400
23-07-1993,44.59375,44.71875,44.5625,44.71875,25.685524,286200
26-07-1993,44.84375,45.0625,44.84375,44.96875,25.829121,121300
27-07-1993,45,45.03125,44.78125,44.9375,25.811163,92800
28-07-1993,44.84375,44.9375,44.78125,44.84375,25.757311,30800
29-07-1993,44.9375,45.21875,44.875,45.09375,25.900925,331000
30-07-1993,45.09375,45.09375,44.78125,44.84375,25.757311,75300
02-08-1993,44.90625,45.125,44.90625,44.96875,25.829121,41300
03-08-1993,45.0625,45.1875,44.84375,45,25.847059,81600
04-08-1993,45,45.09375,44.875,45,25.847059,434000
05-08-1993,45,45,44.84375,44.90625,25.793213,36800
06-08-1993,45.03125,45.0625,44.90625,44.96875,25.829121,402300
09-08-1993,45.09375,45.34375,45,45.21875,25.972713,828200
10-08-1993,45.1875,45.21875,45.125,45.1875,25.954754,604900
11-08-1993,45.15625,45.3125,45.15625,45.1875,25.954754,542200
12-08-1993,45.3125,45.3125,44.90625,45.0625,25.882965,303700
13-08-1993,45.09375,45.15625,45.09375,45.125,25.918865,103500
16-08-1993,45.15625,45.5,45.15625,45.375,26.062466,241800
17-08-1993,45.34375,45.53125,45.34375,45.53125,26.152201,369300
18-08-1993,45.6875,45.875,45.65625,45.78125,26.295801,414300
19-08-1993,45.8125,45.8125,45.71875,45.78125,26.295801,28500
20-08-1993,45.6875,45.8125,45.65625,45.8125,26.313761,80700
23-08-1993,45.625,45.75,45.625,45.71875,26.259907,15600
24-08-1993,45.71875,46.21875,45.71875,46.21875,26.547087,273400
25-08-1993,46.21875,46.4375,46.15625,46.25,26.565029,242300
26-08-1993,46.28125,46.53125,46.09375,46.28125,26.582987,120000
27-08-1993,46.15625,46.25,46.15625,46.25,26.565029,25700
30-08-1993,46.28125,46.5,46.28125,46.4375,26.672741,183500
31-08-1993,46.40625,46.5625,46.34375,46.5625,26.744532,66500
01-09-1993,46.40625,46.59375,46.40625,46.5,26.708641,136500
02-09-1993,46.53125,46.59375,46.3125,46.34375,26.6189,472400
03-09-1993,46.3125,46.4375,46.25,46.375,26.636845,630500
07-09-1993,46.375,46.4375,46,46.0625,26.457348,196400
08-09-1993,46.0625,46.0625,45.59375,45.90625,26.367601,269900
09-09-1993,45.71875,46.03125,45.71875,46,26.421455,239200
10-09-1993,46.125,46.4375,46.0625,46.40625,26.654785,106500
13-09-1993,46.5625,46.5625,46.4375,46.4375,26.672741,66900
14-09-1993,46.3125,46.3125,46.09375,46.25,26.565029,184500
15-09-1993,46.0625,46.40625,45.90625,46.375,26.636845,101000
16-09-1993,46.3125,46.34375,46.15625,46.1875,26.52915,54300
17-09-1993,45.875,45.90625,45.75,45.8125,26.477695,200900
20-09-1993,45.875,45.96875,45.4375,45.4375,26.260973,57800
21-09-1993,45.5,45.5625,44.8125,45.28125,26.170666,318200
22-09-1993,45.4375,45.71875,45.375,45.65625,26.387403,439700
23-09-1993,45.78125,45.9375,45.71875,45.90625,26.531891,88500
24-09-1993,45.84375,45.875,45.71875,45.78125,26.459639,53500
27-09-1993,46.125,46.28125,46.125,46.28125,26.748619,274600
28-09-1993,46.3125,46.3125,46.15625,46.1875,26.694433,158300
29-09-1993,46.1875,46.3125,45.96875,46.03125,26.60413,221000
30-09-1993,46.03125,46.125,45.84375,45.9375,26.549963,99300
01-10-1993,45.875,46.21875,45.8125,46.15625,26.676382,22700
04-10-1993,46.21875,46.21875,46.09375,46.21875,26.712507,1038500
05-10-1993,46.3125,46.3125,46,46.15625,26.676382,436500
06-10-1993,46.1875,46.375,46.125,46.125,26.658306,209200
07-10-1993,46.1875,46.1875,45.96875,46,26.586077,59400
08-10-1993,46.125,46.15625,45.71875,46.0625,26.622192,54400
11-10-1993,46.15625,46.25,46.15625,46.15625,26.676382,467100
12-10-1993,46.21875,46.25,46.1875,46.21875,26.712507,26200
13-10-1993,46.25,46.25,46.15625,46.21875,26.712507,139100
14-10-1993,46.40625,46.8125,46.28125,46.8125,27.055666,108100
15-10-1993,47.03125,47.15625,46.90625,47.0625,27.200155,1502500
18-10-1993,47.03125,47.03125,46.875,46.9375,27.127901,722400
19-10-1993,46.875,46.96875,46.59375,46.59375,26.929247,880100
20-10-1993,46.75,46.75,46.5625,46.65625,26.965366,230400
21-10-1993,46.6875,46.6875,46.53125,46.59375,26.929247,56200
22-10-1993,46.65625,46.84375,46.375,46.375,26.802805,390700
25-10-1993,46.40625,46.5625,46.28125,46.5,26.875061,114500
26-10-1993,46.46875,46.5,46.3125,46.46875,26.856991,186200
27-10-1993,46.40625,46.53125,46.40625,46.5,26.875061,118400
28-10-1993,46.5625,46.96875,46.5625,46.84375,27.073729,129600
29-10-1993,46.8125,46.875,46.78125,46.84375,27.073729,80700
01-11-1993,46.78125,47,46.78125,46.96875,27.145964,36400
02-11-1993,46.90625,47,46.65625,46.9375,27.127901,262100
03-11-1993,46.90625,46.90625,46.125,46.34375,26.784752,479100
04-11-1993,46.34375,46.34375,45.8125,45.84375,26.495766,130400
05-11-1993,45.71875,46.0625,45.53125,46.0625,26.622192,363200
08-11-1993,46.09375,46.25,45.96875,46.125,26.658306,367600
09-11-1993,46.4375,46.46875,46.125,46.15625,26.676382,246900
10-11-1993,46.15625,46.5,46.03125,46.5,26.875061,46500
11-11-1993,46.5,46.625,46.34375,46.375,26.802805,88900
12-11-1993,46.46875,46.75,46.4375,46.59375,26.929247,108200
15-11-1993,46.6875,46.6875,46.4375,46.5625,26.911175,243300
16-11-1993,46.65625,46.8125,46.46875,46.78125,27.037603,492600
17-11-1993,46.8125,46.8125,46.40625,46.53125,26.89312,39600
18-11-1993,46.46875,46.5625,46.28125,46.40625,26.820864,240800
19-11-1993,46.25,46.375,46.21875,46.3125,26.766684,106000
22-11-1993,46.1875,46.21875,45.875,46.03125,26.60413,165300
23-11-1993,46.28125,46.3125,46.03125,46.28125,26.748619,89700
24-11-1993,46.40625,46.5,46.34375,46.46875,26.856991,77200
26-11-1993,46.59375,46.59375,46.46875,46.5,26.875061,1019800
29-11-1993,46.625,46.71875,46.3125,46.3125,26.766684,517500
30-11-1993,46.28125,46.5625,46.25,46.34375,26.784752,230000
01-12-1993,46.59375,46.625,46.40625,46.40625,26.820864,379200
02-12-1993,46.5,46.5625,46.40625,46.53125,26.89312,352000
03-12-1993,46.5,46.71875,46.5,46.71875,27.001484,306000
06-12-1993,46.78125,46.9375,46.78125,46.875,27.091778,99500
07-12-1993,46.875,46.90625,46.78125,46.84375,27.073729,88800
08-12-1993,46.84375,46.84375,46.78125,46.84375,27.073729,146700
09-12-1993,46.84375,46.90625,46.625,46.6875,26.983412,416500
10-12-1993,46.71875,46.71875,46.5,46.59375,26.929247,412900
13-12-1993,46.59375,46.875,46.53125,46.875,27.091778,273200
14-12-1993,46.90625,46.90625,46.53125,46.53125,26.89312,41900
15-12-1993,46.59375,46.625,46.46875,46.46875,26.856991,82600
16-12-1993,46.65625,46.65625,46.5625,46.625,26.947292,78200
17-12-1993,46.40625,46.59375,46.375,46.5625,27.095394,104700
20-12-1993,46.53125,46.65625,46.5,46.625,27.131758,68800
21-12-1993,46.5625,46.5625,46.40625,46.46875,27.04084,205700
22-12-1993,46.59375,46.8125,46.5,46.78125,27.222689,410300
23-12-1993,46.75,46.84375,46.6875,46.75,27.204508,533800
27-12-1993,46.75,47,46.75,47,27.349979,447100
28-12-1993,46.96875,47.125,46.9375,47.09375,27.40453,880600
29-12-1993,47.125,47.15625,47,47.03125,27.368176,266700
30-12-1993,47,47,46.75,46.84375,27.259062,219900
31-12-1993,46.9375,47,46.5625,46.59375,27.113586,312900
03-01-1994,46.59375,46.65625,46.40625,46.46875,27.04084,960900
04-01-1994,46.53125,46.65625,46.46875,46.65625,27.14996,164300
05-01-1994,46.71875,46.78125,46.53125,46.75,27.204508,710900
06-01-1994,46.8125,46.84375,46.6875,46.75,27.204508,201000
07-01-1994,46.84375,47.0625,46.71875,47.03125,27.368176,775500
10-01-1994,47.09375,47.59375,46.96875,47.59375,27.695475,593700
11-01-1994,47.5625,47.5625,47.34375,47.5,27.640945,295200
12-01-1994,47.53125,47.53125,47.1875,47.34375,27.550005,158400
13-01-1994,47.21875,47.3125,47.15625,47.21875,27.477282,244300
14-01-1994,47.375,47.5,47.375,47.40625,27.586384,137200
17-01-1994,47.40625,47.46875,47.3125,47.40625,27.586384,17700
18-01-1994,47.46875,47.53125,47.375,47.46875,27.622751,166400
19-01-1994,47.40625,47.46875,47.25,47.34375,27.550005,200800
20-01-1994,47.40625,47.5,47.375,47.46875,27.622751,281100
21-01-1994,47.53125,47.53125,47.34375,47.375,27.568197,85600
24-01-1994,47.34375,47.5625,47.1875,47.1875,27.459084,373800
25-01-1994,47.21875,47.25,47.09375,47.1875,27.459084,310400
26-01-1994,47.1875,47.34375,47.125,47.3125,27.53183,145100
27-01-1994,47.40625,47.8125,47.34375,47.75,27.786415,344500
28-01-1994,47.9375,48.03125,47.875,47.875,27.859159,356500
31-01-1994,48.0625,48.3125,48,48.21875,28.059185,313800
01-02-1994,48.15625,48.15625,47.90625,47.96875,27.91371,303600
02-02-1994,48.125,48.28125,48.09375,48.28125,28.095552,307600
03-02-1994,48.1875,48.1875,47.90625,48.0625,27.968267,466100
04-02-1994,48.0625,48.125,46.96875,46.96875,27.331789,1403200
07-02-1994,46.84375,47.3125,46.84375,47.1875,27.459084,516400
08-02-1994,47.28125,47.28125,47.03125,47.21875,27.477282,188200
09-02-1994,47.25,47.4375,47.1875,47.40625,27.586384,144600
10-02-1994,47.375,47.40625,47,47,27.349979,883900
11-02-1994,47.03125,47.28125,46.8125,47.15625,27.440907,519400
14-02-1994,47.0625,47.375,47,47.21875,27.477282,2742100
15-02-1994,47.3125,47.5,47.25,47.46875,27.622751,374700
16-02-1994,47.53125,47.53125,47.34375,47.4375,27.604576,287600
17-02-1994,47.65625,47.6875,47.03125,47.15625,27.440907,342400
18-02-1994,47.1875,47.21875,46.75,46.875,27.277231,313300
22-02-1994,47,47.34375,47,47.34375,27.550005,154500
23-02-1994,47.40625,47.4375,47.0625,47.21875,27.477282,391700
24-02-1994,47.0625,47.0625,46.5625,46.59375,27.113586,770800
25-02-1994,46.65625,46.8125,46.5625,46.8125,27.240871,531300
28-02-1994,46.9375,47.0625,46.8125,46.8125,27.240871,333000
01-03-1994,46.8125,46.90625,46.375,46.625,27.131758,423600
02-03-1994,46.03125,46.6875,45.90625,46.6875,27.168123,581500
03-03-1994,46.625,46.625,46.4375,46.5625,27.095394,223200
04-03-1994,46.5625,46.8125,46.40625,46.6875,27.168123,595800
07-03-1994,46.84375,47,46.84375,46.9375,27.313606,539800
08-03-1994,46.96875,46.96875,46.6875,46.75,27.204508,880300
09-03-1994,46.8125,47,46.59375,46.96875,27.331789,2500100
10-03-1994,46.9375,46.9375,46.4375,46.59375,27.113586,207400
11-03-1994,46.65625,46.90625,46.40625,46.84375,27.259062,576600
14-03-1994,47.03125,47.03125,46.84375,46.90625,27.295429,345900
15-03-1994,47,47.09375,46.84375,46.875,27.277231,748600
16-03-1994,46.9375,47.25,46.78125,47.25,27.495453,455500
17-03-1994,47.09375,47.3125,47.09375,47.25,27.495453,133000
18-03-1994,46.75,47.03125,46.71875,46.96875,27.489452,365500
21-03-1994,46.8125,46.9375,46.71875,46.84375,27.416307,324800
22-03-1994,46.84375,47.0625,46.75,46.96875,27.489452,435700
23-03-1994,46.9375,47.0625,46.90625,46.9375,27.471161,698500
24-03-1994,46.75,46.84375,46.15625,46.375,27.141956,1200500
25-03-1994,46.40625,46.53125,45.9375,45.9375,26.88591,100900
28-03-1994,46,46.0625,45.59375,46,26.922485,1117200
29-03-1994,46,46.03125,45.09375,45.09375,26.392075,338400
30-03-1994,45.125,45.25,44.46875,44.46875,26.026289,1123900
31-03-1994,44.46875,44.6875,43.53125,44.59375,26.099438,788800
04-04-1994,43.34375,44.03125,43.34375,43.90625,25.697065,2627300
05-04-1994,44.34375,44.8125,44.34375,44.8125,26.227468,1179000
06-04-1994,44.875,44.90625,44.5,44.8125,26.227468,516500
07-04-1994,44.78125,45.125,44.53125,45.03125,26.355511,666100
08-04-1994,44.9375,44.9375,44.46875,44.6875,26.154314,242400
11-04-1994,44.8125,45.0625,44.703125,44.875,26.264042,203300
12-04-1994,44.921875,45,44.71875,44.8125,26.227468,1409200
13-04-1994,44.796875,44.90625,44.25,44.578125,26.0903,364100
14-04-1994,44.5,44.828125,44.40625,44.59375,26.099438,419900
15-04-1994,44.578125,44.78125,44.515625,44.59375,26.099438,387300
18-04-1994,44.640625,44.765625,44.15625,44.296875,25.925684,369100
19-04-1994,44.25,44.53125,43.984375,44.359375,25.962271,472200
20-04-1994,44.40625,44.515625,44.078125,44.3125,25.934818,508000
21-04-1994,44.5,44.96875,44.34375,44.90625,26.282349,200300
22-04-1994,45.015625,45.046875,44.734375,44.859375,26.254908,301800
25-04-1994,44.84375,45.359375,44.84375,45.328125,26.529251,394600
26-04-1994,45.265625,45.34375,45.1875,45.28125,26.501812,399000
28-04-1994,45.1875,45.25,44.8125,44.953125,26.309776,287000
29-04-1994,44.875,45.15625,44.8125,45.09375,26.392075,481900
02-05-1994,45.09375,45.71875,44.9375,45.375,26.556679,275000
03-05-1994,45.390625,45.40625,45.0625,45.328125,26.529251,183400
04-05-1994,45.421875,45.421875,45.078125,45.25,26.483534,401900
05-05-1994,45.296875,45.375,45.1875,45.1875,26.446936,659800
06-05-1994,44.96875,44.96875,44.59375,44.75,26.190889,216300
09-05-1994,44.625,44.75,44.28125,44.359375,25.962271,499300
10-05-1994,44.578125,44.84375,44.546875,44.703125,26.16346,583400
11-05-1994,44.65625,44.71875,44.171875,44.296875,25.925684,210600
12-05-1994,44.578125,44.625,44.40625,44.515625,26.053732,305200
13-05-1994,44.640625,44.640625,44.296875,44.515625,26.053732,321300
16-05-1994,44.609375,44.75,44.515625,44.53125,26.062862,450400
17-05-1994,44.5625,45.1875,44.5,45.1875,26.446936,470200
18-05-1994,45.21875,45.6875,45.015625,45.515625,26.638987,824800
19-05-1994,45.421875,45.859375,45.421875,45.734375,26.767008,531000
20-05-1994,45.65625,45.6875,45.5,45.5625,26.66642,370400
23-05-1994,45.515625,45.53125,45.34375,45.484375,26.620693,262700
24-05-1994,45.609375,45.84375,45.609375,45.671875,26.730427,549600
25-05-1994,45.5,45.828125,45.34375,45.796875,26.803596,738200
26-05-1994,45.78125,45.9375,45.734375,45.828125,26.821882,369600
27-05-1994,45.75,45.875,45.671875,45.875,26.849312,162000
31-05-1994,45.734375,45.90625,45.65625,45.8125,26.812733,160000
01-06-1994,45.703125,46.015625,45.5625,46.015625,26.931627,200500
02-06-1994,46.046875,46.046875,45.890625,45.96875,26.904205,55100
03-06-1994,46,46.390625,45.859375,46.234375,27.059649,550400
06-06-1994,46.328125,46.46875,46.1875,46.21875,27.050516,99300
07-06-1994,46.140625,46.21875,46.03125,46.15625,27.013926,120600
08-06-1994,46.265625,46.265625,45.78125,45.78125,26.794449,131900
09-06-1994,45.984375,46.03125,45.890625,46.03125,26.940771,80500
10-06-1994,46.078125,46.203125,46.078125,46.109375,26.986494,83100
13-06-1994,46.046875,46.1875,46.03125,46.171875,27.023062,109700
14-06-1994,46.3125,46.546875,46.3125,46.53125,27.233408,161000
15-06-1994,46.546875,46.5625,46.3125,46.34375,27.123674,142800
16-06-1994,46.34375,46.46875,46.296875,46.4375,27.178539,44000
17-06-1994,46.15625,46.203125,45.8125,45.875,27.026823,403800
20-06-1994,45.546875,45.625,45.4375,45.484375,26.796694,137400
21-06-1994,45.453125,45.453125,44.90625,45.09375,26.56657,139200
22-06-1994,45.21875,45.421875,45.171875,45.265625,26.66782,279900
23-06-1994,45.34375,45.40625,44.9375,45,26.51133,922500
24-06-1994,44.78125,44.78125,44,44.0625,25.959011,353800
27-06-1994,44.234375,44.828125,44.015625,44.828125,26.410072,371200
28-06-1994,44.84375,44.84375,44.25,44.609375,26.281199,5382300
29-06-1994,44.671875,45.015625,44.625,44.75,26.364044,311800
30-06-1994,44.828125,44.84375,44.3125,44.46875,26.19836,271900
01-07-1994,44.6875,44.6875,44.375,44.5625,26.253582,406900
05-07-1994,44.65625,44.859375,44.515625,44.796875,26.391676,112000
06-07-1994,44.625,44.8125,44.46875,44.734375,26.354839,174800
07-07-1994,44.734375,44.921875,44.6875,44.921875,26.465313,66700
08-07-1994,44.640625,44.984375,44.625,44.90625,26.456112,148400
11-07-1994,44.9375,45.015625,44.53125,44.75,26.364044,124000
12-07-1994,44.765625,44.828125,44.515625,44.8125,26.400866,257300
13-07-1994,44.828125,45.03125,44.828125,44.890625,26.44688,532700
14-07-1994,45.109375,45.46875,45.078125,45.375,26.732244,494200
15-07-1994,45.34375,45.484375,45.328125,45.390625,26.741465,49100
18-07-1994,45.390625,45.578125,45.390625,45.46875,26.787497,72300
19-07-1994,45.546875,45.5625,45.375,45.375,26.732244,609500
20-07-1994,45.40625,45.40625,45.0625,45.171875,26.612579,185300
21-07-1994,45.171875,45.296875,45.078125,45.265625,26.66782,86300
22-07-1994,45.375,45.40625,45.25,45.34375,26.713846,151600
25-07-1994,45.359375,45.453125,45.3125,45.40625,26.750673,120900
26-07-1994,45.390625,45.421875,45.3125,45.359375,26.723061,489600
27-07-1994,45.359375,45.359375,45.171875,45.359375,26.723061,83200
28-07-1994,45.359375,45.578125,45.359375,45.453125,26.778292,828200
29-07-1994,45.765625,46.046875,45.75,45.90625,27.045238,459100
01-08-1994,45.9375,46.15625,45.890625,46.125,27.174109,486300
02-08-1994,46.28125,46.375,46.03125,46.1875,27.210936,505500
03-08-1994,46.171875,46.234375,46.09375,46.203125,27.220137,144100
04-08-1994,46.171875,46.21875,45.921875,45.9375,27.063652,231700
05-08-1994,45.703125,45.84375,45.65625,45.78125,26.9716,138400
08-08-1994,45.828125,45.9375,45.78125,45.890625,27.036032,328600
09-08-1994,45.71875,45.96875,45.71875,45.96875,27.082071,105900
10-08-1994,46,46.1875,45.9375,46.140625,27.183321,840300
11-08-1994,46.03125,46.234375,45.734375,45.96875,27.082071,876200
12-08-1994,46.046875,46.34375,46.046875,46.328125,27.293785,184100
15-08-1994,46.375,46.484375,46.3125,46.3125,27.284571,325900
16-08-1994,46.34375,46.6875,46.15625,46.640625,27.477896,1089500
17-08-1994,46.703125,46.734375,46.578125,46.609375,27.459473,133700
18-08-1994,46.453125,46.5625,46.40625,46.453125,27.367435,620000
19-08-1994,46.46875,46.515625,46.3125,46.421875,27.349016,103200
22-08-1994,46.4375,46.4375,46.28125,46.375,27.3214,79700
23-08-1994,46.578125,46.859375,46.515625,46.640625,27.477896,268600
24-08-1994,46.6875,47.140625,46.671875,47.140625,27.772463,254700
25-08-1994,47.09375,47.203125,46.890625,47.015625,27.698822,147400
26-08-1994,47.125,47.78125,47.125,47.6875,28.094645,339500
29-08-1994,47.8125,47.984375,47.640625,47.65625,28.076242,350300
30-08-1994,47.640625,47.859375,47.578125,47.78125,28.149881,36000
31-08-1994,47.703125,47.890625,47.59375,47.65625,28.076242,356200
01-09-1994,47.5,47.53125,47.328125,47.5,27.984188,294600
02-09-1994,47.71875,47.71875,47.21875,47.296875,27.864521,99600
06-09-1994,47.265625,47.359375,47.125,47.3125,27.873718,229800
07-09-1994,47.421875,47.421875,47.21875,47.265625,27.846102,27900
08-09-1994,47.359375,47.5625,47.34375,47.5,27.984188,284800
09-09-1994,47.03125,47.125,46.8125,47,27.689617,488400
12-09-1994,47,47.0625,46.78125,46.859375,27.606771,129400
13-09-1994,46.953125,47.125,46.859375,47,27.689617,389200
